,Date,AveragePrice,Total Volume,year,region,type
3232,2016-10-30,2.07,375213.57,2016,Chicago,conventional
3233,2016-10-23,1.84,431274.2,2016,Chicago,conventional
3234,2016-10-16,1.8,523682.5,2016,Chicago,conventional
3235,2016-10-09,1.82,515146.04,2016,Chicago,conventional
3236,2016-10-02,1.83,509215.79,2016,Chicago,conventional
3237,2016-09-25,1.8,553863.82,2016,Chicago,conventional
3238,2016-09-18,1.7,600389.56,2016,Chicago,conventional
3239,2016-09-11,1.67,635036.01,2016,Chicago,conventional
3240,2016-09-04,1.6,670453.42,2016,Chicago,conventional
3241,2016-08-28,1.6,621715.78,2016,Chicago,conventional
3242,2016-08-21,1.63,628099.41,2016,Chicago,conventional
3243,2016-08-14,1.67,626086.69,2016,Chicago,conventional
3244,2016-08-07,1.68,644670.46,2016,Chicago,conventional
3245,2016-07-31,1.68,614939.39,2016,Chicago,conventional
3246,2016-07-24,1.66,658913.69,2016,Chicago,conventional
3247,2016-07-17,1.51,717279.19,2016,Chicago,conventional
3248,2016-07-10,1.53,712080.66,2016,Chicago,conventional
3249,2016-07-03,1.23,974278.32,2016,Chicago,conventional
3250,2016-06-26,1.18,860170.92,2016,Chicago,conventional
3251,2016-06-19,1.2,882074.39,2016,Chicago,conventional
3252,2016-06-12,1.3,770843.17,2016,Chicago,conventional
3253,2016-06-05,1.2,885602.82,2016,Chicago,conventional
3254,2016-05-29,1.15,958566.68,2016,Chicago,conventional
3255,2016-05-22,1.11,903864.9,2016,Chicago,conventional
3256,2016-05-15,1.04,930403.37,2016,Chicago,conventional
3257,2016-05-08,0.97,974740.13,2016,Chicago,conventional
3258,2016-05-01,1.0,890281.5,2016,Chicago,conventional
3259,2016-04-24,1.08,879308.05,2016,Chicago,conventional
3260,2016-04-17,1.08,913421.8,2016,Chicago,conventional
3261,2016-04-10,1.11,770661.72,2016,Chicago,conventional
3262,2016-04-03,1.15,712210.03,2016,Chicago,conventional
3263,2016-03-27,0.9,865585.06,2016,Chicago,conventional
3264,2016-03-20,1.11,770557.34,2016,Chicago,conventional
3265,2016-03-13,1.0,823796.56,2016,Chicago,conventional
3266,2016-03-06,1.13,809325.93,2016,Chicago,conventional
3267,2016-02-28,1.15,780951.86,2016,Chicago,conventional
3268,2016-02-21,1.09,752336.04,2016,Chicago,conventional
3269,2016-02-14,1.0,803120.71,2016,Chicago,conventional
3270,2016-02-07,0.82,1134049.22,2016,Chicago,conventional
3271,2016-01-31,1.12,774091.49,2016,Chicago,conventional
3272,2016-01-24,1.01,794029.7,2016,Chicago,conventional
3273,2016-01-17,1.11,778412.5,2016,Chicago,conventional
3274,2016-01-10,1.08,844277.25,2016,Chicago,conventional
3275,2016-01-03,0.93,1009667.15,2016,Chicago,conventional
3276,2016-12-25,0.82,276387.95,2016,CincinnatiDayton,conventional
3277,2016-12-18,0.99,216881.3,2016,CincinnatiDayton,conventional
3278,2016-12-11,0.77,268166.21,2016,CincinnatiDayton,conventional
3279,2016-12-04,0.7,356617.38,2016,CincinnatiDayton,conventional
3280,2016-11-27,1.09,183176.26,2016,CincinnatiDayton,conventional
3281,2016-11-20,0.98,242174.1,2016,CincinnatiDayton,conventional
3282,2016-11-13,1.07,249072.9,2016,CincinnatiDayton,conventional
3283,2016-11-06,1.08,239233.63,2016,CincinnatiDayton,conventional
3284,2016-10-30,1.02,241671.24,2016,CincinnatiDayton,conventional
3285,2016-10-23,0.96,273804.0,2016,CincinnatiDayton,conventional
3286,2016-10-16,1.07,246801.93,2016,CincinnatiDayton,conventional
3287,2016-10-09,1.01,276819.57,2016,CincinnatiDayton,conventional
3288,2016-10-02,1.03,280396.12,2016,CincinnatiDayton,conventional
3289,2016-09-25,1.09,268805.44,2016,CincinnatiDayton,conventional
3290,2016-09-18,0.96,288857.14,2016,CincinnatiDayton,conventional
3291,2016-09-11,1.04,266719.89,2016,CincinnatiDayton,conventional
3292,2016-09-04,1.12,252059.32,2016,CincinnatiDayton,conventional
3293,2016-08-28,1.13,259143.06,2016,CincinnatiDayton,conventional
3294,2016-08-21,1.07,256195.06,2016,CincinnatiDayton,conventional
3295,2016-08-14,1.03,274249.98,2016,CincinnatiDayton,conventional
3296,2016-08-07,1.03,266196.06,2016,CincinnatiDayton,conventional
3297,2016-07-31,1.07,254689.93,2016,CincinnatiDayton,conventional
3298,2016-07-24,1.1,264194.71,2016,CincinnatiDayton,conventional
3299,2016-07-17,1.05,280542.19,2016,CincinnatiDayton,conventional
3300,2016-07-10,1.06,266811.55,2016,CincinnatiDayton,conventional
3301,2016-07-03,0.84,330182.4,2016,CincinnatiDayton,conventional
3302,2016-06-26,0.92,280229.89,2016,CincinnatiDayton,conventional
3303,2016-06-19,0.91,311127.56,2016,CincinnatiDayton,conventional
3304,2016-06-12,1.05,237773.53,2016,CincinnatiDayton,conventional
3305,2016-06-05,0.85,310345.06,2016,CincinnatiDayton,conventional
3306,2016-05-29,0.84,268328.36,2016,CincinnatiDayton,conventional
3307,2016-05-22,0.82,250387.73,2016,CincinnatiDayton,conventional
3308,2016-05-15,0.88,250333.08,2016,CincinnatiDayton,conventional
3309,2016-05-08,0.86,314243.15,2016,CincinnatiDayton,conventional
3310,2016-05-01,0.94,233581.0,2016,CincinnatiDayton,conventional
3311,2016-04-24,0.94,218247.37,2016,CincinnatiDayton,conventional
3312,2016-04-17,0.93,228211.44,2016,CincinnatiDayton,conventional
3313,2016-04-10,0.89,210309.77,2016,CincinnatiDayton,conventional
3314,2016-04-03,0.89,191169.34,2016,CincinnatiDayton,conventional
3315,2016-03-27,0.9,225485.9,2016,CincinnatiDayton,conventional
3316,2016-03-20,0.9,224942.74,2016,CincinnatiDayton,conventional
3317,2016-03-13,0.88,210904.76,2016,CincinnatiDayton,conventional
3318,2016-03-06,0.85,234512.25,2016,CincinnatiDayton,conventional
3319,2016-02-28,0.87,227593.54,2016,CincinnatiDayton,conventional
3320,2016-02-21,0.86,190349.58,2016,CincinnatiDayton,conventional
3321,2016-02-14,0.86,229211.34,2016,CincinnatiDayton,conventional
3322,2016-02-07,0.81,302337.87,2016,CincinnatiDayton,conventional
3323,2016-01-31,0.94,203005.7,2016,CincinnatiDayton,conventional
3324,2016-01-24,0.89,252317.23,2016,CincinnatiDayton,conventional
3325,2016-01-17,0.86,228860.79,2016,CincinnatiDayton,conventional
3326,2016-01-10,0.92,218906.82,2016,CincinnatiDayton,conventional
3327,2016-01-03,0.9,222534.76,2016,CincinnatiDayton,conventional
3328,2016-12-25,1.07,136733.12,2016,Columbus,conventional
3329,2016-12-18,1.06,131322.27,2016,Columbus,conventional
3330,2016-12-11,0.98,144354.95,2016,Columbus,conventional
3331,2016-12-04,0.84,237639.3,2016,Columbus,conventional
3332,2016-11-27,1.1,134305.97,2016,Columbus,conventional
3333,2016-11-20,1.33,117299.16,2016,Columbus,conventional
3334,2016-11-13,1.38,116814.65,2016,Columbus,conventional
3335,2016-11-06,1.41,114207.94,2016,Columbus,conventional
3336,2016-10-30,1.1,138565.73,2016,Columbus,conventional
3337,2016-10-23,1.11,156831.11,2016,Columbus,conventional
3338,2016-10-16,1.31,123388.77,2016,Columbus,conventional
3339,2016-10-09,1.33,120833.05,2016,Columbus,conventional
3340,2016-10-02,1.3,123300.36,2016,Columbus,conventional
3341,2016-09-25,1.14,151978.88,2016,Columbus,conventional
3342,2016-09-18,1.07,167438.32,2016,Columbus,conventional
3343,2016-09-11,1.06,177299.48,2016,Columbus,conventional
3344,2016-09-04,1.06,161362.24,2016,Columbus,conventional
3345,2016-08-28,1.07,168757.98,2016,Columbus,conventional
3346,2016-08-21,1.2,154116.71,2016,Columbus,conventional
3347,2016-08-14,1.17,166462.83,2016,Columbus,conventional
3348,2016-08-07,1.18,164281.56,2016,Columbus,conventional
3349,2016-07-31,1.21,153804.34,2016,Columbus,conventional
3350,2016-07-24,1.15,173335.16,2016,Columbus,conventional
3351,2016-07-17,1.18,160413.49,2016,Columbus,conventional
3352,2016-07-10,1.06,170762.71,2016,Columbus,conventional
3353,2016-07-03,0.94,234975.32,2016,Columbus,conventional
3354,2016-06-26,1.04,201923.72,2016,Columbus,conventional
3355,2016-06-19,1.13,172220.11,2016,Columbus,conventional
3356,2016-06-12,1.13,163638.65,2016,Columbus,conventional
3357,2016-06-05,1.07,175046.12,2016,Columbus,conventional
3358,2016-05-29,0.93,201747.62,2016,Columbus,conventional
3359,2016-05-22,0.83,210263.7,2016,Columbus,conventional
3360,2016-05-15,0.84,202002.0,2016,Columbus,conventional
3361,2016-05-08,0.9,201205.97,2016,Columbus,conventional
3362,2016-05-01,0.71,224515.48,2016,Columbus,conventional
3363,2016-04-24,0.72,242277.45,2016,Columbus,conventional
3364,2016-04-17,0.97,172183.83,2016,Columbus,conventional
3365,2016-04-10,0.96,135905.09,2016,Columbus,conventional
3366,2016-04-03,0.95,147520.15,2016,Columbus,conventional
3367,2016-03-27,1.01,153523.03,2016,Columbus,conventional
3368,2016-03-20,1.04,152572.16,2016,Columbus,conventional
3369,2016-03-13,1.05,140244.15,2016,Columbus,conventional
3370,2016-03-06,0.95,173825.82,2016,Columbus,conventional
3371,2016-02-28,1.03,154967.56,2016,Columbus,conventional
3372,2016-02-21,1.05,126067.56,2016,Columbus,conventional
3373,2016-02-14,0.91,173980.1,2016,Columbus,conventional
3374,2016-02-07,0.81,233905.62,2016,Columbus,conventional
3375,2016-01-31,0.92,173311.53,2016,Columbus,conventional
3376,2016-01-24,0.89,213215.4,2016,Columbus,conventional
3377,2016-01-17,1.03,134604.75,2016,Columbus,conventional
3378,2016-01-10,0.97,163977.03,2016,Columbus,conventional
3379,2016-01-03,0.91,192774.07,2016,Columbus,conventional
3380,2016-12-25,0.76,1199636.75,2016,DallasFtWorth,conventional
3381,2016-12-18,0.69,1148251.0,2016,DallasFtWorth,conventional
3382,2016-12-11,0.69,1121306.38,2016,DallasFtWorth,conventional
3383,2016-12-04,0.69,1245471.58,2016,DallasFtWorth,conventional
3384,2016-11-27,0.9,851579.21,2016,DallasFtWorth,conventional
3385,2016-11-20,1.0,910226.05,2016,DallasFtWorth,conventional
3386,2016-11-13,1.08,894000.36,2016,DallasFtWorth,conventional
3387,2016-11-06,1.14,894904.55,2016,DallasFtWorth,conventional
3388,2016-10-30,1.14,801081.72,2016,DallasFtWorth,conventional
3389,2016-10-23,1.08,993986.41,2016,DallasFtWorth,conventional
3390,2016-10-16,0.99,1021028.79,2016,DallasFtWorth,conventional
3391,2016-10-09,0.93,1162334.53,2016,DallasFtWorth,conventional
3392,2016-10-02,0.95,1033290.02,2016,DallasFtWorth,conventional
3393,2016-09-25,0.92,1150789.41,2016,DallasFtWorth,conventional
3394,2016-09-18,0.8,1382358.0,2016,DallasFtWorth,conventional
3395,2016-09-11,0.79,1308970.15,2016,DallasFtWorth,conventional
3396,2016-09-04,0.74,1390891.44,2016,DallasFtWorth,conventional
3397,2016-08-28,0.74,1260685.59,2016,DallasFtWorth,conventional
3398,2016-08-21,0.77,1215161.52,2016,DallasFtWorth,conventional
3399,2016-08-14,0.88,1132112.24,2016,DallasFtWorth,conventional
3400,2016-08-07,0.83,1244080.92,2016,DallasFtWorth,conventional
3401,2016-07-31,0.88,1163785.11,2016,DallasFtWorth,conventional
3402,2016-07-24,0.94,1188812.12,2016,DallasFtWorth,conventional
3403,2016-07-17,0.96,1070350.11,2016,DallasFtWorth,conventional
3404,2016-07-10,0.91,1080238.02,2016,DallasFtWorth,conventional
3405,2016-07-03,0.89,1350870.14,2016,DallasFtWorth,conventional
3406,2016-06-26,0.85,1277488.6,2016,DallasFtWorth,conventional
3407,2016-06-19,0.87,1236820.38,2016,DallasFtWorth,conventional
3408,2016-06-12,0.84,1272166.49,2016,DallasFtWorth,conventional
3409,2016-06-05,0.82,1343656.34,2016,DallasFtWorth,conventional
3410,2016-05-29,0.77,1354696.91,2016,DallasFtWorth,conventional
3411,2016-05-22,0.7,1378888.74,2016,DallasFtWorth,conventional
3412,2016-05-15,0.71,1366439.71,2016,DallasFtWorth,conventional
3413,2016-05-08,0.72,1475782.06,2016,DallasFtWorth,conventional
3414,2016-05-01,0.71,1433697.02,2016,DallasFtWorth,conventional
3415,2016-04-24,0.65,1482923.45,2016,DallasFtWorth,conventional
3416,2016-04-17,0.69,1339725.73,2016,DallasFtWorth,conventional
3417,2016-04-10,0.69,1424317.64,2016,DallasFtWorth,conventional
3418,2016-04-03,0.7,1339210.2,2016,DallasFtWorth,conventional
3419,2016-03-27,0.76,1341740.28,2016,DallasFtWorth,conventional
3420,2016-03-20,0.74,1347884.14,2016,DallasFtWorth,conventional
3421,2016-03-13,0.78,1177309.05,2016,DallasFtWorth,conventional
3422,2016-03-06,0.76,1201768.74,2016,DallasFtWorth,conventional
3423,2016-02-28,0.74,1199630.68,2016,DallasFtWorth,conventional
3424,2016-02-21,0.83,1006181.04,2016,DallasFtWorth,conventional
3425,2016-02-14,0.65,1358553.29,2016,DallasFtWorth,conventional
3426,2016-02-07,0.71,1515264.27,2016,DallasFtWorth,conventional
3427,2016-01-31,0.8,1128639.48,2016,DallasFtWorth,conventional
3428,2016-01-24,1.02,676032.04,2016,DallasFtWorth,conventional
3429,2016-01-17,0.79,1164936.06,2016,DallasFtWorth,conventional
3430,2016-01-10,0.85,1145736.97,2016,DallasFtWorth,conventional
3431,2016-01-03,0.78,1191927.54,2016,DallasFtWorth,conventional
3432,2016-12-25,1.04,765511.4,2016,Denver,conventional
3433,2016-12-18,1.04,705750.83,2016,Denver,conventional
3434,2016-12-11,0.95,764135.24,2016,Denver,conventional
3435,2016-12-04,0.91,855989.02,2016,Denver,conventional
3436,2016-11-27,1.3,455469.67,2016,Denver,conventional
3437,2016-11-20,1.28,543816.6,2016,Denver,conventional
3438,2016-11-13,1.18,661296.8,2016,Denver,conventional
3439,2016-11-06,1.31,533947.5,2016,Denver,conventional
3440,2016-10-30,1.13,576353.94,2016,Denver,conventional
3441,2016-10-23,1.24,594392.87,2016,Denver,conventional
3442,2016-10-16,1.15,673392.59,2016,Denver,conventional
3443,2016-10-09,1.08,758236.76,2016,Denver,conventional
3444,2016-10-02,1.18,677071.87,2016,Denver,conventional
3445,2016-09-25,1.15,680946.51,2016,Denver,conventional
3446,2016-09-18,1.02,757358.11,2016,Denver,conventional
3447,2016-09-11,0.98,791566.05,2016,Denver,conventional
3448,2016-09-04,0.91,924278.16,2016,Denver,conventional
3449,2016-08-28,0.91,957464.14,2016,Denver,conventional
3450,2016-08-21,1.22,603007.72,2016,Denver,conventional
3451,2016-08-14,1.18,657981.41,2016,Denver,conventional
3452,2016-08-07,1.14,695116.3,2016,Denver,conventional
3453,2016-07-31,1.15,673588.45,2016,Denver,conventional
3454,2016-07-24,1.17,690893.4,2016,Denver,conventional
3455,2016-07-17,1.07,771606.04,2016,Denver,conventional
3456,2016-07-10,1.04,835116.1,2016,Denver,conventional
3457,2016-07-03,1.03,815698.87,2016,Denver,conventional
3458,2016-06-26,0.98,773677.84,2016,Denver,conventional
3459,2016-06-19,1.0,791013.5,2016,Denver,conventional
3460,2016-06-12,0.96,819664.78,2016,Denver,conventional
3461,2016-06-05,0.85,939081.28,2016,Denver,conventional
3462,2016-05-29,0.85,977871.04,2016,Denver,conventional
3463,2016-05-22,0.9,932146.56,2016,Denver,conventional
3464,2016-05-15,0.9,952354.86,2016,Denver,conventional
3465,2016-05-08,0.8,1113912.58,2016,Denver,conventional
3466,2016-05-01,0.87,819111.24,2016,Denver,conventional
3467,2016-04-24,0.93,661913.55,2016,Denver,conventional
3468,2016-04-17,0.78,1011265.53,2016,Denver,conventional
3469,2016-04-10,0.77,982817.77,2016,Denver,conventional
3470,2016-04-03,0.83,829424.24,2016,Denver,conventional
3471,2016-03-27,0.95,716900.4,2016,Denver,conventional
3472,2016-03-20,0.73,1005859.79,2016,Denver,conventional
3473,2016-03-13,0.83,824792.73,2016,Denver,conventional
3474,2016-03-06,0.98,671667.78,2016,Denver,conventional
3475,2016-02-28,0.74,1058089.41,2016,Denver,conventional
3476,2016-02-21,0.73,955582.65,2016,Denver,conventional
3477,2016-02-14,0.7,966134.31,2016,Denver,conventional
3478,2016-02-07,0.63,1365558.26,2016,Denver,conventional
3479,2016-01-31,0.8,892702.46,2016,Denver,conventional
3480,2016-01-24,0.6,1195521.28,2016,Denver,conventional
3481,2016-01-17,0.66,1245174.24,2016,Denver,conventional
3482,2016-01-10,0.72,1094945.73,2016,Denver,conventional
3483,2016-01-03,0.6,1295246.27,2016,Denver,conventional
3484,2016-12-25,1.06,319957.45,2016,Detroit,conventional
3485,2016-12-18,1.05,298755.3,2016,Detroit,conventional
3486,2016-12-11,0.95,333109.65,2016,Detroit,conventional
3487,2016-12-04,0.81,545216.52,2016,Detroit,conventional
3488,2016-11-27,1.18,262530.31,2016,Detroit,conventional
3489,2016-11-20,1.35,243576.96,2016,Detroit,conventional
3490,2016-11-13,1.39,236523.09,2016,Detroit,conventional
3491,2016-11-06,1.4,231422.37,2016,Detroit,conventional
3492,2016-10-30,1.4,193940.78,2016,Detroit,conventional
3493,2016-10-23,1.35,227233.92,2016,Detroit,conventional
3494,2016-10-16,1.26,256744.34,2016,Detroit,conventional
3495,2016-10-09,1.27,253886.8,2016,Detroit,conventional
3496,2016-10-02,1.25,266892.47,2016,Detroit,conventional
3497,2016-09-25,1.24,274937.38,2016,Detroit,conventional
3498,2016-09-18,1.1,320748.32,2016,Detroit,conventional
3499,2016-09-11,1.09,339890.13,2016,Detroit,conventional
3500,2016-09-04,1.08,326335.52,2016,Detroit,conventional
3501,2016-08-28,1.01,353420.52,2016,Detroit,conventional
3502,2016-08-21,1.15,316859.74,2016,Detroit,conventional
3503,2016-08-14,1.08,367007.17,2016,Detroit,conventional
3504,2016-08-07,1.13,352764.25,2016,Detroit,conventional
3505,2016-07-31,1.16,340176.41,2016,Detroit,conventional
3506,2016-07-24,1.15,354577.28,2016,Detroit,conventional
3507,2016-07-17,1.17,328237.93,2016,Detroit,conventional
3508,2016-07-10,1.18,311241.09,2016,Detroit,conventional
3509,2016-07-03,1.17,336701.66,2016,Detroit,conventional
3510,2016-06-26,1.13,344391.38,2016,Detroit,conventional
3511,2016-06-19,1.0,442961.17,2016,Detroit,conventional
3512,2016-06-12,0.98,414532.49,2016,Detroit,conventional
3513,2016-06-05,0.92,473131.2,2016,Detroit,conventional
3514,2016-05-29,1.04,348557.33,2016,Detroit,conventional
3515,2016-05-22,1.07,303330.62,2016,Detroit,conventional
3516,2016-05-15,0.86,485653.27,2016,Detroit,conventional
3517,2016-05-08,0.96,500424.55,2016,Detroit,conventional
3518,2016-05-01,1.0,319391.58,2016,Detroit,conventional
3519,2016-04-24,1.0,331109.85,2016,Detroit,conventional
3520,2016-04-17,0.97,447346.61,2016,Detroit,conventional
3521,2016-04-10,1.03,312995.88,2016,Detroit,conventional
3522,2016-04-03,1.02,335108.11,2016,Detroit,conventional
3523,2016-03-27,1.05,378431.9,2016,Detroit,conventional
3524,2016-03-20,1.09,371639.1,2016,Detroit,conventional
3525,2016-03-13,1.12,299527.55,2016,Detroit,conventional
3526,2016-03-06,0.97,441920.14,2016,Detroit,conventional
3527,2016-02-28,1.13,342465.19,2016,Detroit,conventional
3528,2016-02-21,1.2,247820.38,2016,Detroit,conventional
3529,2016-02-14,1.0,334544.52,2016,Detroit,conventional
3530,2016-02-07,0.77,594784.92,2016,Detroit,conventional
3531,2016-01-31,1.04,364612.83,2016,Detroit,conventional
3532,2016-01-24,0.94,489584.58,2016,Detroit,conventional
3533,2016-01-17,1.11,293246.54,2016,Detroit,conventional
3534,2016-01-10,1.1,325997.55,2016,Detroit,conventional
3535,2016-01-03,0.86,492699.87,2016,Detroit,conventional
3536,2016-12-25,1.33,149348.88,2016,GrandRapids,conventional
3537,2016-12-18,1.14,161136.65,2016,GrandRapids,conventional
3538,2016-12-11,1.2,128166.44,2016,GrandRapids,conventional
3539,2016-12-04,0.92,263904.24,2016,GrandRapids,conventional
3540,2016-11-27,1.44,103697.69,2016,GrandRapids,conventional
3541,2016-11-20,1.46,127392.78,2016,GrandRapids,conventional
3542,2016-11-13,1.59,118566.57,2016,GrandRapids,conventional
3543,2016-11-06,1.67,100001.45,2016,GrandRapids,conventional
3544,2016-10-30,1.42,107013.58,2016,GrandRapids,conventional
3545,2016-10-23,1.72,100904.77,2016,GrandRapids,conventional
3546,2016-10-16,1.63,117842.82,2016,GrandRapids,conventional
3547,2016-10-09,1.62,116477.56,2016,GrandRapids,conventional
3548,2016-10-02,1.6,122091.54,2016,GrandRapids,conventional
3549,2016-09-25,1.55,137599.07,2016,GrandRapids,conventional
3550,2016-09-18,1.49,139511.61,2016,GrandRapids,conventional
3551,2016-09-11,1.58,136492.43,2016,GrandRapids,conventional
3552,2016-09-04,1.52,142913.72,2016,GrandRapids,conventional
3553,2016-08-28,1.45,143049.62,2016,GrandRapids,conventional
3554,2016-08-21,1.63,132894.77,2016,GrandRapids,conventional
3555,2016-08-14,1.53,147711.44,2016,GrandRapids,conventional
3556,2016-08-07,1.59,145207.86,2016,GrandRapids,conventional
3557,2016-07-31,1.6,142302.47,2016,GrandRapids,conventional
3558,2016-07-24,1.6,149002.57,2016,GrandRapids,conventional
3559,2016-07-17,1.58,146730.62,2016,GrandRapids,conventional
3560,2016-07-10,1.6,133747.66,2016,GrandRapids,conventional
3561,2016-07-03,1.49,159566.9,2016,GrandRapids,conventional
3562,2016-06-26,1.26,183547.1,2016,GrandRapids,conventional
3563,2016-06-19,1.26,216299.96,2016,GrandRapids,conventional
3564,2016-06-12,1.36,167703.13,2016,GrandRapids,conventional
3565,2016-06-05,0.93,310903.8,2016,GrandRapids,conventional
3566,2016-05-29,1.32,193459.52,2016,GrandRapids,conventional
3567,2016-05-22,1.31,151840.62,2016,GrandRapids,conventional
3568,2016-05-15,0.88,295706.69,2016,GrandRapids,conventional
3569,2016-05-08,1.04,272057.12,2016,GrandRapids,conventional
3570,2016-05-01,1.12,191903.31,2016,GrandRapids,conventional
3571,2016-04-24,1.07,181857.18,2016,GrandRapids,conventional
3572,2016-04-17,0.89,332191.52,2016,GrandRapids,conventional
3573,2016-04-10,1.17,155143.97,2016,GrandRapids,conventional
3574,2016-04-03,1.1,156883.18,2016,GrandRapids,conventional
3575,2016-03-27,0.99,216788.92,2016,GrandRapids,conventional
3576,2016-03-20,1.07,208712.19,2016,GrandRapids,conventional
3577,2016-03-13,1.15,149119.51,2016,GrandRapids,conventional
3578,2016-03-06,0.91,259568.21,2016,GrandRapids,conventional
3579,2016-02-28,1.07,202356.13,2016,GrandRapids,conventional
3580,2016-02-21,1.16,142681.62,2016,GrandRapids,conventional
3581,2016-02-14,1.13,154975.46,2016,GrandRapids,conventional
3582,2016-02-07,0.94,290555.59,2016,GrandRapids,conventional
3583,2016-01-31,1.13,182986.71,2016,GrandRapids,conventional
3584,2016-01-24,0.94,260598.64,2016,GrandRapids,conventional
3585,2016-01-17,1.05,172166.36,2016,GrandRapids,conventional
3586,2016-01-10,1.17,160432.54,2016,GrandRapids,conventional
3587,2016-01-03,0.92,258889.23,2016,GrandRapids,conventional
3588,2016-12-25,1.11,2954314.99,2016,GreatLakes,conventional
3589,2016-12-18,1.11,2791515.27,2016,GreatLakes,conventional
3590,2016-12-11,1.03,3048518.15,2016,GreatLakes,conventional
3591,2016-12-04,0.97,3854099.9,2016,GreatLakes,conventional
3592,2016-11-27,1.18,2385048.43,2016,GreatLakes,conventional
3593,2016-11-20,1.23,2637621.79,2016,GreatLakes,conventional
3594,2016-11-13,1.41,2348814.17,2016,GreatLakes,conventional
3595,2016-11-06,1.48,2222383.47,2016,GreatLakes,conventional
3596,2016-10-30,1.36,2275351.91,2016,GreatLakes,conventional
3597,2016-10-23,1.35,2528597.22,2016,GreatLakes,conventional
3598,2016-10-16,1.4,2517672.23,2016,GreatLakes,conventional
3599,2016-10-09,1.35,2624202.9,2016,GreatLakes,conventional
3600,2016-10-02,1.38,2618805.67,2016,GreatLakes,conventional
3601,2016-09-25,1.37,2834326.48,2016,GreatLakes,conventional
3602,2016-09-18,1.28,2996317.15,2016,GreatLakes,conventional
3603,2016-09-11,1.3,3078051.63,2016,GreatLakes,conventional
3604,2016-09-04,1.3,3084199.23,2016,GreatLakes,conventional
3605,2016-08-28,1.27,3025330.44,2016,GreatLakes,conventional
3606,2016-08-21,1.34,2933973.86,2016,GreatLakes,conventional
3607,2016-08-14,1.3,3134414.15,2016,GreatLakes,conventional
3608,2016-08-07,1.33,3106108.92,2016,GreatLakes,conventional
3609,2016-07-31,1.34,3013426.04,2016,GreatLakes,conventional
3610,2016-07-24,1.32,3212818.19,2016,GreatLakes,conventional
3611,2016-07-17,1.25,3267857.63,2016,GreatLakes,conventional
3612,2016-07-10,1.24,3327062.2,2016,GreatLakes,conventional
3613,2016-07-03,1.13,4020724.58,2016,GreatLakes,conventional
3614,2016-06-26,1.13,3643417.33,2016,GreatLakes,conventional
3615,2016-06-19,1.1,3955098.89,2016,GreatLakes,conventional
3616,2016-06-12,1.15,3443333.94,2016,GreatLakes,conventional
3617,2016-06-05,1.01,4188245.99,2016,GreatLakes,conventional
3618,2016-05-29,1.05,3925300.14,2016,GreatLakes,conventional
3619,2016-05-22,1.0,3705262.31,2016,GreatLakes,conventional
3620,2016-05-15,0.91,4324700.33,2016,GreatLakes,conventional
3621,2016-05-08,0.94,4460481.53,2016,GreatLakes,conventional
3622,2016-05-01,0.94,3801508.26,2016,GreatLakes,conventional
3623,2016-04-24,0.96,3735389.44,2016,GreatLakes,conventional
3624,2016-04-17,0.98,4154218.26,2016,GreatLakes,conventional
3625,2016-04-10,1.05,3126127.34,2016,GreatLakes,conventional
3626,2016-04-03,1.04,2968139.47,2016,GreatLakes,conventional
3627,2016-03-27,0.97,3557777.32,2016,GreatLakes,conventional
3628,2016-03-20,1.06,3368333.6,2016,GreatLakes,conventional
3629,2016-03-13,1.03,3145897.89,2016,GreatLakes,conventional
3630,2016-03-06,0.98,3818114.32,2016,GreatLakes,conventional
3631,2016-02-28,1.05,3419909.75,2016,GreatLakes,conventional
3632,2016-02-21,1.07,2837626.92,2016,GreatLakes,conventional
3633,2016-02-14,0.96,3386951.48,2016,GreatLakes,conventional
3634,2016-02-07,0.85,4865296.26,2016,GreatLakes,conventional
3635,2016-01-31,1.04,3330752.29,2016,GreatLakes,conventional
3636,2016-01-24,0.95,3806974.62,2016,GreatLakes,conventional
3637,2016-01-17,1.05,3166941.66,2016,GreatLakes,conventional
3638,2016-01-10,1.06,3310201.06,2016,GreatLakes,conventional
3639,2016-01-03,0.92,4065583.41,2016,GreatLakes,conventional
3640,2016-12-25,1.45,186180.0,2016,HarrisburgScranton,conventional
3641,2016-12-18,1.21,210917.45,2016,HarrisburgScranton,conventional
3642,2016-12-11,1.26,202600.72,2016,HarrisburgScranton,conventional
3643,2016-12-04,1.4,172416.11,2016,HarrisburgScranton,conventional
3644,2016-11-27,1.4,155286.15,2016,HarrisburgScranton,conventional
3645,2016-11-20,1.37,191755.51,2016,HarrisburgScranton,conventional
3646,2016-11-13,1.42,197920.72,2016,HarrisburgScranton,conventional
3647,2016-11-06,1.55,174837.42,2016,HarrisburgScranton,conventional
3648,2016-10-30,1.59,171652.4,2016,HarrisburgScranton,conventional
3649,2016-10-23,1.6,195809.34,2016,HarrisburgScranton,conventional
3650,2016-10-16,1.49,205728.4,2016,HarrisburgScranton,conventional
3651,2016-10-09,1.42,219089.52,2016,HarrisburgScranton,conventional
3652,2016-10-02,1.4,214726.86,2016,HarrisburgScranton,conventional
3653,2016-09-25,1.37,222019.37,2016,HarrisburgScranton,conventional
3654,2016-09-18,1.26,220697.92,2016,HarrisburgScranton,conventional
3655,2016-09-11,1.19,272611.45,2016,HarrisburgScranton,conventional
