AnoCalendario;DataArquivamento;DataAbertura;CodigoRegiao;Regiao;UF;strRazaoSocial;strNomeFantasia;Tipo;NumeroCNPJ;RadicalCNPJ;RazaoSocialRFB;NomeFantasiaRFB;CNAEPrincipal;DescCNAEPrincipal;Atendida;CodigoAssunto;DescricaoAssunto;CodigoProblema;DescricaoProblema;SexoConsumidor;FaixaEtariaConsumidor;CEPConsumidor
2020;2020-07-01 10:37:02.000;2018-08-20 10:17:37.000;05;Centro-oeste;GO;SPE IPÊ EMPREENDIMENTOS IMOBILIÁRIOS LTDA;NULL;1;17415348000142;17415348;SPE IPE EMPREENDIMENTOS LTDA;SPE IPE;6810203;;S;81;Loteamento;2297;Não pagamento de indenização;M;entre 21 a 30 anos;NULL
2020;2020-12-02 13:55:59.000;2018-05-14 13:20:35.000;05;Centro-oeste;GO;ANHANGUERA EDUCACIONAL LTDA;(MATRIZ) AESA VALINHOS;1;5808792000149;05808792;ANHANGUERA EDUCACIONAL LTDA;;8532500;EDUCAÇÃO SUPERIOR - GRADUAÇÃO E PÓS-GRADUAÇÃO;N;233;Escola ( Pré, 1º, 2º Graus e Superior );5366;Cobrança indevida/abusiva;M;entre 31 a 40 anos;74810130
2020;2020-03-12 15:39:46.000;2019-10-24 10:55:19.000;03;Sudeste;SP;COMPANHIA PIRATININGA DE FORÇA E LUZ;CPFL;1;4172213000151;04172213;COMPANHIA PIRATININGA DE FORCA E LUZ;CPFL - COMPANHIA PIRATININGA DE FORCA E LUZ;3514000;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;N;185;Energia Elétrica;3744;Cobrança indevida/abusiva;M;entre 51 a 60 anos;13212210
2020;2020-12-03 14:31:18.000;2019-12-05 10:11:33.000;03;Sudeste;SP;PAULISTA - SERVICOS DE RECEBIMENTOS E PAGAMENTOS L;PSERV;1;15245499000174;15245499;PAULISTA - SERVICOS DE RECEBIMENTOS E PAGAMENTOS LTDA;;8291100;ATIVIDADES DE COBRANÇA E INFORMAÇÕES CADASTRAIS;S;76;Outros Contratos;1139;Cobrança indevida.;M;mais de 70 anos;13202200
2020;2020-01-08 14:24:30.000;2019-09-09 10:48:45.000;03;Sudeste;SP;COMPANHIA PIRATININGA DE FORÇA E LUZ;CPFL;1;4172213000151;04172213;COMPANHIA PIRATININGA DE FORCA E LUZ;CPFL - COMPANHIA PIRATININGA DE FORCA E LUZ;3514000;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;N;185;Energia Elétrica;3766;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.;M;entre 31 a 40 anos;13202020
2020;2020-12-03 14:30:55.000;2019-11-22 09:23:54.000;03;Sudeste;SP;COMPANHIA PIRATININGA DE FORÇA E LUZ;CPFL;1;4172213000151;04172213;COMPANHIA PIRATININGA DE FORCA E LUZ;CPFL - COMPANHIA PIRATININGA DE FORCA E LUZ;3514000;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;N;185;Energia Elétrica;3766;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.;F;entre 61 a 70 anos;13214830
2020;2020-01-08 14:26:55.000;2019-10-30 09:35:54.000;03;Sudeste;SP;COMPANHIA DE GAS DE SAO PAULO COMGAS;COMGAS;1;61856571000117;61856571;COMPANHIA DE GAS DE SAO PAULO COMGAS;;3520401;PRODUÇÃO DE GÁS PROCESSAMENTO DE GÁS NATURAL;N;184;Gás Encanado;3743;Cobrança indevida/abusiva;M;entre 41 a 50 anos;13210705
2020;2020-01-08 14:25:32.000;2019-09-26 15:07:13.000;03;Sudeste;SP;COMPANHIA PIRATININGA DE FORÇA E LUZ;CPFL;1;4172213000151;04172213;COMPANHIA PIRATININGA DE FORCA E LUZ;CPFL - COMPANHIA PIRATININGA DE FORCA E LUZ;3514000;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;S;185;Energia Elétrica;3766;Duvida sobre cobrança/valor/reajuste/contrato/orçamento.;F;entre 51 a 60 anos;13208230
2020;2020-11-18 08:52:10.000;2019-12-05 11:32:25.000;05;Centro-oeste;GO;CENTRO DE FORMAÇÃO DE CONDUTORES LIDER;AUTO ESCOLA LIDER;1;12933563000111;12933563;CFC AB LIDER LTDA - ME;CFC AB LIDER;8599601;FORMAÇÃO DE CONDUTORES;S;264;Automóvel - Locação / Assistência Automobilística ( Clube do Automóvel, Etc. ) / Auto Escola;4989;Serviço não fornecido (entrega/instalação/não cumprimento da oferta/contrato);M;entre 21 a 30 anos;NULL
2020;2020-05-15 10:23:18.000;2019-07-04 11:08:19.000;05;Centro-oeste;GO;EBAZAR.COM.BR. LTDA;EBAZAR.COM.BR;1;3007331000141;03007331;EBAZAR.COM.BR. LTDA;EBAZAR.COM.BR;7490104;ATIVIDADES DE INTERMEDIAÇÃO E AGENCIAMENTO DE SERVIÇOS E NEGÓCIOS EM GERAL, EXCETO IMOBILIÁRIOS;S;76;Outros Contratos;6831;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro);F;entre 31 a 40 anos;75682000
2020;2020-11-27 15:26:34.000;2019-08-26 16:25:37.000;05;Centro-oeste;GO;MAGAZINE LUIZA S/A;MAGAZINE LUIZA S/A;1;47960950110733;47960950;NULL;NULL;NULL;NULL;S;96;Televisão / Vídeo Cassete / Filmadora / Video-Laser;2497;Produto com vício;F;entre 41 a 50 anos;75689714
2020;2020-05-14 15:31:12.000;2019-10-03 15:41:25.000;05;Centro-oeste;GO;HADDAD CONSTRUTORA E INCORPORADORA LTDA;HADDAD CONSTRUTORA E INCORPORADORA;1;15642919000156;15642919;HADDAD CONSTRUTORA E INCORPORADORA LTDA;HADDAD CONSTRUTORA E INCORPORADORA;4110700;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;S;76;Outros Contratos;1112;Contrato (não cumprimento, alteração, transferencia, irregularidade, rescisão, etc.);F;entre 51 a 60 anos;75691574
2020;2020-07-01 13:24:34.000;2019-07-15 09:43:10.000;05;Centro-oeste;GO;BANCO BRADESCO S/A;BRADESCO;1;60746948000112;60746948;BANCO BRADESCO SA;BRADESCO EST UNIF;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;S;74;Banco de Dados ( SPC - SERASA - ETC. );6855;SAC - Resolução de demandas (ausência de resposta, excesso de prazo, não suspensão imediata da cobrança);M;entre 41 a 50 anos;75805145
2020;2020-09-24 09:09:46.000;2020-05-26 11:21:20.000;05;Centro-oeste;MT;POSTO DE MOLAS E MEC. GAUCHA DIESEL;GAUCHA DIESEL;1;3247998000111;03247998;IVETE TEREZINHA RAMPANELLI SANTA CATARINA - ME;POSTO DE MOLAS E MECANICA GAUCHA DIESEL II;4530703;COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES;S;74;Banco de Dados ( SPC - SERASA - ETC. );1137;Cobrança indevida.;M;entre 31 a 40 anos;78250000
2020;2020-07-01 13:44:05.000;2019-10-30 16:02:06.000;05;Centro-oeste;GO;NOVA PONTOCOM COMERCIO ELETRONICO S/A;(CNPJ BAIXADO);1;9358108000125;09358108;NOVA PONTOCOM COMERCIO ELETRONICO S.A.;;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES;S;120;Móveis Para Cozinha;2647;Não entrega/demora na entrega do produto;F;entre 41 a 50 anos;75800055
2020;2020-01-29 08:31:29.000;2019-11-08 09:33:41.000;05;Centro-oeste;MT;ENERGISA S.A;ENERGISA;1;3467321000199;03467321;CENTRAIS ELETRICAS MATOGROSSENSES S.A. - CEMAT;;3514000;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;S;185;Energia Elétrica;3744;Cobrança indevida/abusiva;F;entre 51 a 60 anos;78250000
2020;2020-01-16 15:06:10.000;2019-05-21 14:18:42.000;05;Centro-oeste;GO;RENOVA COMPANHIA SECURITIZADORA DE CREDITOS FINANC;RENOVA;1;19133012000112;19133012;RENOVA COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS S.A.;;6492100;SECURITIZAÇÃO DE CRÉDITOS;N;76;Outros Contratos;1139;Cobrança indevida.;F;entre 51 a 60 anos;75880000
2020;2020-03-12 15:40:19.000;2019-11-13 10:07:52.000;03;Sudeste;SP;BANCO BRADESCO S/A;BANCO BRADESCO;1;60746948000112;60746948;BANCO BRADESCO SA;BRADESCO EST UNIF;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;N;76;Outros Contratos;1112;Contrato (não cumprimento, alteração, transferencia, irregularidade, rescisão, etc.);F;entre 61 a 70 anos;13200000
2020;2020-08-19 16:18:12.000;2020-02-28 14:45:15.000;05;Centro-oeste;GO;BANCO ITAU BBA S.A.;NULL;1;17298092000130;17298092;BANCO ITAU BBA S.A.;;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;S;53;Banco comercial;1089;Contrato (não cumprimento, alteração, transferencia, irregularidade, rescisão, etc.);M;entre 31 a 40 anos;74000000
2020;2020-09-30 11:23:09.000;2020-06-18 08:32:54.000;05;Centro-oeste;MT;MOTOROLA MOBILITY COM.DE PRODUTOS ELETRONICOS LTDA;MOTOROLA;1;1472720000384;01472720;MOTOROLA INDUSTRIAL LTDA;;2632900;FABRICAÇÃO DE APARELHOS TELEFÔNICOS E DE OUTROS EQUIPAMENTOS DE COMUNICAÇÃO, PEÇAS E ACESSÓRIOS;S;187;Telefonia Celular;3625;Vicio de qualidade (mal executado, inadequado, impróprio);F;entre 41 a 50 anos;78455000
2020;2020-08-17 09:15:38.000;2020-03-10 09:12:59.000;05;Centro-oeste;GO;REDE ELETROSOM LTDA;REDE ELETROSOM;1;22164990007149;22164990;ELETROSOM S/A;REDE ELETROSOM;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;S;122;Móveis Para Quarto;2649;Não entrega/demora na entrega do produto;F;entre 21 a 30 anos;74610220
2020;2020-12-10 15:12:23.000;2020-02-06 15:58:08.000;05;Centro-oeste;GO;REFRIMATE ENGENHARIA DO FRIO LTDA;REFRIMATE;1;3379983000107;03379983;REFRIMATE ENGENHARIA DO FRIO LTDA;REFRIMATE;2823200;FABRICAÇÃO DE MÁQUINAS E APARELHOS DE REFRIGERAÇÃO E VENTILAÇÃO PARA USO INDUSTRIAL E COMERCIAL, PEÇAS E ACESSÓRIOS;S;288;Máquinas e Equipamentos;2550;Produto com vício;F;entre 21 a 30 anos;75681680
2020;2020-12-02 15:50:38.000;2019-12-23 08:20:18.000;05;Centro-oeste;GO;OMNI TELECOMUNICACOES EIRELI;OMNI TELECOM;1;9238990000175;09238990;OMNI TELECOMUNICACOES LTDA;OMNI TELECOM;6110803;SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA - SCM;S;279;Informática (Ex.:Provedor de Acesso a Internet);7066;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro);M;entre 31 a 40 anos;75682150
2020;2020-12-02 15:54:00.000;2019-12-11 10:38:01.000;05;Centro-oeste;GO;CRISTIANO DE OLIVEIRA REIS - BRELI;BAIANINHOS AUTO PECAS;1;27925531000141;27925531;NULL;NULL;NULL;NULL;S;288;Máquinas e Equipamentos;2550;Produto com vício;M;Nao Informada;75690000
2020;2020-07-01 13:08:26.000;2019-03-11 10:17:15.000;05;Centro-oeste;GO;COPEL TELECOMUNICAÇÕES SA;COPEL TELECOM;1;4368865000166;04368865;COPEL TELECOMUNICACOES S.A.;COPEL-TELECOM;6110803;SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA - SCM;S;186;Telefonia Fixa ( Plano de Expansão / Compra e Venda / Locação );3745;Cobrança indevida/abusiva;F;entre 51 a 60 anos;75805080
2020;2020-07-14 09:42:39.000;2017-10-25 14:25:24.000;05;Centro-oeste;GO;WHIRLPOOL S/A;WHIRLPOOL - BRASTEMP, CONSUL, KITCHENAID;1;59105999000186;59105999;WHIRLPOOL S.A;UNIDADE DE ELETRODOMESTICOS;2751100;FABRICAÇÃO DE FOGÕES, REFRIGERADORES E MÁQUINAS DE LAVAR E SECAR PARA USO DOMÉSTICO, PEÇAS E ACESSÓRIOS;S;92;Máquina de Lavar Roupa / Louça e Secadora;2493;Produto com vício;F;entre 61 a 70 anos;75800000
2020;2020-07-14 09:42:39.000;2017-10-25 14:25:24.000;05;Centro-oeste;GO;VIA VAREJO S.A.;CASAS BAHIA / PONTO FRIO (LOJAS FÍSICAS);1;33041260065290;33041260;VIA VAREJO S/A;;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;S;92;Máquina de Lavar Roupa / Louça e Secadora;2493;Produto com vício;F;entre 61 a 70 anos;75800000
2020;2020-07-01 13:09:27.000;2019-04-02 09:09:09.000;05;Centro-oeste;GO;UNIVERSO ONLINE S/A;UOL;1;1109184000195;01109184;UNIVERSO ONLINE S/A;;6319400;PORTAIS, PROVEDORES DE CONTEÚDO E OUTROS SERVIÇOS DE INFORMAÇÃO NA INTERNET;S;90;Acessório Para Vestuário ( Bolsa, Cinto, Chapéu, guarda-chuva, Jóia, Bijuteria, Luva, Etc. );2617;Não entrega/demora na entrega do produto;M;entre 41 a 50 anos;75802557
2020;2020-02-18 08:43:36.000;2019-12-12 14:56:07.000;05;Centro-oeste;MS;PAG S.A MEIOS DE PAGAMENTOS;NULL;1;4533779000161;04533779;AVISTA S/A ADMINISTRADORA DE CARTOES DE CREDITO;;6613400;ADMINISTRAÇÃO DE CARTÕES DE CRÉDITO;N;54;Cartão de Crédito;1090;Contrato (não cumprimento, alteração, transferencia, irregularidade, rescisão, etc.);F;entre 31 a 40 anos;79950000
2020;2020-12-02 10:50:11.000;2020-07-28 10:20:50.000;03;Sudeste;MG;BRITANIA ELETRODOMESTICOS LTDA.;NULL;1;76492701000157;76492701;BRITANIA ELETRODOMESTICOS SA;;8211300;SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO;S;97;Eletroportáteis ( Batedeira, Liqüidificador, Espremedor de Frutas, Etc. );2498;Produto com vício;F;entre 31 a 40 anos;37500970
2020;2020-09-28 17:15:46.000;2020-03-02 09:11:24.000;03;Sudeste;MG;BANCO LOSANGO S.A;LOSANGO;1;33254319000100;33254319;HSBC FINANCE (BRASIL) S.A. - BANCO MULTIPLO;;6431000;BANCOS MÚLTIPLOS, SEM CARTEIRA COMERCIAL;S;54;Cartão de Crédito;1117;Cobrança indevida.;M;entre 31 a 40 anos;35420000
2020;2020-09-28 17:15:46.000;2020-03-02 09:11:24.000;03;Sudeste;MG;CREDSYSTEM ADMINISTRADORA DE CARTÕES DE CRÉDITO LT;NULL;1;4670195000138;04670195;CRED - SYSTEM ADMINISTRADORA DE CARTOES DE CREDITO LTDA;;6613400;ADMINISTRAÇÃO DE CARTÕES DE CRÉDITO;S;54;Cartão de Crédito;1117;Cobrança indevida.;M;entre 31 a 40 anos;35420000
2020;2020-01-08 14:27:07.000;2019-11-04 12:59:01.000;03;Sudeste;SP;COOPERATIVA MISTA JOCKEY CLUB;JOCKEY CLUB CONSORCIO;1;61550836000154;61550836;COOPERATIVA MISTA JOCKEY CLUB DE SAO PAULO;;9430800;ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS;N;56;Consórcio Imobiliário;1623;Venda enganosa;M;entre 41 a 50 anos;13211000
2020;2020-12-02 14:11:48.000;2018-08-13 15:01:32.000;05;Centro-oeste;GO;PISO CERTO IMPERMEABILIZAÇÕES E REVESTIMENTOS LTDA;PISO CERTO;1;16623772000110;16623772;PISO CERTO IMPERMEABILIZACOES E REVESTIMENTOS LTDA - EPP;PISO CERTO;4330405;APLICAÇÃO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES;N;253;Construção / Reforma / Montagem / Acabamento;4937;Vicio de qualidade (mal executado, inadequado, impróprio);M;Nao Informada;74823460
2020;2020-06-02 14:37:35.000;2020-04-30 09:38:04.000;05;Centro-oeste;GO;M V CARVALHO JUNIOR;SUPERMERCADO JK;1;31131400000160;31131400;NULL;NULL;NULL;NULL;N;283;Estabelecimento comercial (supermercado, loja, padaria, locadora, frutaria, etc.);4959;Vicio de qualidade (mal executado, inadequado, impróprio);M;Nao Informada;74976190
2020;2020-06-16 11:26:54.000;2020-03-18 12:33:20.000;02;Nordeste;RN;B2W COMPANHIA DIGITAL;AMERICANAS.COM / SHOPTIME / SUBMARINO;1;776574000660;00776574;B2W - COMPANHIA GLOBAL DO VAREJO;;4789099;COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE;S;90;Acessório Para Vestuário ( Bolsa, Cinto, Chapéu, guarda-chuva, Jóia, Bijuteria, Luva, Etc. );2491;Produto com vício;M;entre 31 a 40 anos;59124010
2020;2020-07-14 10:23:02.000;2019-11-25 11:21:48.000;02;Nordeste;RN;ASSURANT SEGURADORA S.A;ASSURANT SOLUTIONS;1;3823704000152;03823704;ASSURANT SEGURADORA S.A.;;6511101;SEGUROS DE VIDA;S;101;Telefone ( Convencional, Celular, Interfone, Etc. );2502;Produto com vício;M;entre 31 a 40 anos;59050200
2020;2020-01-08 14:22:56.000;2019-08-05 14:36:19.000;03;Sudeste;SP;ENSINO UNIVERSITÁRIO CURSOS E TREINAMENTOS LTDA;NULL;1;27996414000179;27996414;NULL;NULL;NULL;NULL;N;236;Cursos Livres Outros;5730;Contrato - Rescisão/alteração unilateral;F;entre 31 a 40 anos;13214699
2020;2020-12-03 14:39:30.000;2019-12-16 12:46:33.000;03;Sudeste;SP;FORD MOTOR COMPANY BRASIL LTDA;NULL;1;3470727000120;03470727;FORD MOTOR COMPANY BRASIL LTDA;;2910701;FABRICAÇÃO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS;N;131;Carro Usado;2532;Produto com vício;M;entre 21 a 30 anos;13215040
2020;2020-12-29 08:33:23.000;2020-11-05 14:29:15.000;03;Sudeste;SP;LUIZACRED SA SOC DE CRED, FINAN E INVESTIMENTO;NULL;1;2206577000180;02206577;LUIZACRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO;;6436100;SOCIEDADES DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS;N;55;Cartão de Loja;1118;Cobrança indevida.;F;entre 61 a 70 anos;13205450
2020;2020-11-27 14:20:34.000;2020-01-28 11:58:36.000;03;Sudeste;SP;COMPANHIA PAULISTA DE FORCA E LUZ;CPFL;1;33050196000188;33050196;COMPANHIA PAULISTA DE FORCA E LUZ;;3514000;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;S;185;Energia Elétrica;3744;Cobrança indevida/abusiva;M;entre 51 a 60 anos;15057110
2020;2020-11-26 13:40:59.000;2019-11-25 10:30:47.000;03;Sudeste;SP;COMPANHIA PAULISTA DE FORCA E LUZ;CPFL;1;33050196000188;33050196;COMPANHIA PAULISTA DE FORCA E LUZ;;3514000;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;S;185;Energia Elétrica;3744;Cobrança indevida/abusiva;M;entre 21 a 30 anos;15060000
2020;2020-03-12 15:39:46.000;2019-10-23 09:40:34.000;03;Sudeste;SP;LOJAS RIACHUELO S/A;RIACHUELO;1;33200056024404;33200056;LOJAS RIACHUELO SA;LOJAS RIACHUELO;4781400;COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;S;76;Outros Contratos;1724;Consumidor negativado indevidamente nos serviços de proteção ao credito;F;entre 61 a 70 anos;13214300
2020;2020-12-29 08:34:31.000;2020-12-01 13:03:03.000;03;Sudeste;SP;LATAM AIRLINES GROUP S.A;LATAM MULTIPLUS;1;33937681000178;33937681;LAN AIRLINES S/A;LAN AIRLINES;5111100;TRANSPORTE AÉREO DE PASSAGEIROS REGULAR;S;276;Agências e Operadoras de viagens (pacotes turísticos);5760;Contrato - Rescisão/alteração unilateral;M;mais de 70 anos;13202251
2020;2020-11-23 09:48:17.000;2020-10-08 12:42:55.000;03;Sudeste;ES;EMPRESA BRASILEIRA DE CORREIOS E TELEGRÁFOS;CORREIOS;1;34028316560400;34028316;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;ECT DR ES AG CENTRAL VITORIA;5310501;ATIVIDADES DO CORREIO NACIONAL;N;90;Acessório Para Vestuário ( Bolsa, Cinto, Chapéu, guarda-chuva, Jóia, Bijuteria, Luva, Etc. );2617;Não entrega/demora na entrega do produto;F;Nao Informada;NULL
2020;2020-12-09 12:31:23.000;2020-03-10 10:15:30.000;03;Sudeste;SP;ABRIL COMUNICAÇÕES S.A.;EDITORA ABRIL;1;44597052000162;44597052;ABRIL COMUNICACOES S.A.;TV ABRIL;5823900;EDIÇÃO INTEGRADA À IMPRESSÃO DE REVISTAS;N;76;Outros Contratos;1139;Cobrança indevida.;F;entre 31 a 40 anos;15041555
2020;2020-03-12 15:40:30.000;2019-11-13 15:56:27.000;03;Sudeste;SP;RMC & RM HOUSE LTDA EPP;NULL;1;7500979000106;07500979;SOARES THOME MATERIAIS DE CONSTRUCAO LTDA - ME;;4744099;COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL;N;82;Incorporação ( Construtoras e Incorporadoras );2291;Não cumprimento do contrato/proposta;M;entre 31 a 40 anos;13210401
2020;2020-12-21 08:53:09.000;2020-08-21 09:41:46.000;05;Centro-oeste;GO;BANCO FICSA S/A.;FICSA;1;61348538000186;61348538;BANCO FICSA S/A.;FICSA;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;S;53;Banco comercial;6915;Crédito Consignado;F;entre 61 a 70 anos;75391261
2020;2020-02-20 14:41:48.000;2019-11-19 14:47:03.000;05;Centro-oeste;GO;CELG DISTRIBUICAO S.A. - CELG D;CELG D;1;1543032000104;01543032;CELG DISTRIBUICAO S.A. - CELG D;CELG D;3514000;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;S;185;Energia Elétrica;3656;Dano material/pessoal decorrente do serviço;M;entre 41 a 50 anos;75905851
2020;2020-06-02 14:59:25.000;2020-04-28 10:47:32.000;05;Centro-oeste;GO;SUPER CENTRAL EIRELI;SUPER CENTRAL;1;26040930000162;26040930;NULL;NULL;NULL;NULL;N;283;Estabelecimento comercial (supermercado, loja, padaria, locadora, frutaria, etc.);4959;Vicio de qualidade (mal executado, inadequado, impróprio);M;Nao Informada;74976190
2020;2020-06-23 10:23:42.000;2020-05-04 09:04:14.000;05;Centro-oeste;GO;OL MACHADO SUPERMERCADO;SUPERMERCADO OPÇÃO;1;11280916000169;11280916;O L MACHADO SUPERMERCADO - ME;SUPERMERCADO OPCAO;4712100;COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS;N;283;Estabelecimento comercial (supermercado, loja, padaria, locadora, frutaria, etc.);4959;Vicio de qualidade (mal executado, inadequado, impróprio);M;Nao Informada;74976190
2020;2020-12-02 15:40:38.000;2020-01-22 10:28:02.000;05;Centro-oeste;GO;SAMSUNG ELETRONICA DA AMAZONIA LTDA;SAMSUNG - MATRIZ;1;280273000137;00280273;SAMSUNG ELETRONICA DA AMAZONIA LTDA;SAMSUNG DA AMAZONIA;2640000;FABRICAÇÃO DE APARELHOS DE RECEPÇÃO, REPRODUÇÃO, GRAVAÇÃO E AMPLIFICAÇÃO DE ÁUDIO E VÍDEO;S;76;Outros Contratos;6831;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro);M;entre 51 a 60 anos;75680536
2020;2020-05-15 11:14:52.000;2018-05-11 09:48:52.000;05;Centro-oeste;GO;CAIXA ECONOMICA FEDERAL;AGENCIA CALDAS NOVAS GO;1;360305183942;00360305;CAIXA ECONOMICA FEDERAL;AGENCIA CALDAS NOVAS GO;6423900;CAIXAS ECONÔMICAS;N;53;Banco comercial;1959;Falha bancaria em transações eletrônicas (transferencias indevidas, saques indevidos);M;entre 31 a 40 anos;75690000
2020;2020-12-21 09:54:11.000;2018-04-09 15:11:39.000;05;Centro-oeste;GO;ELETROSOM S/A - EM RECUPERACAO JUDICIAL;********;1;22164990003747;22164990;ELETROSOM S/A;;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;N;69;Outros Seguros;6824;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro);F;entre 21 a 30 anos;75690000
2020;2020-10-23 09:24:49.000;2020-03-02 15:39:48.000;05;Centro-oeste;GO;GOYAZ COMERCIO DE LIVROS E CURSOS LTDA ME;CEDASPY;1;15683404000102;15683404;GOYAZ COMERCIO DE LIVROS E CURSOS LTDA - ME;CEDASPY;4761001;COMÉRCIO VAREJISTA DE LIVROS;S;76;Outros Contratos;1139;Cobrança indevida.;F;entre 31 a 40 anos;74640130
2020;2020-11-27 14:48:44.000;2020-01-17 16:40:19.000;05;Centro-oeste;GO;S T COMERCIO DE PRODUTOS AGROPECUARIOS LTDA;CASA RURAL;1;301815000100;00301815;S T COMERCIO DE PRODUTOS AGROPECUARIOS LTDA;CASA RURAL;4644302;COMÉRCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO VETERINÁRIO;S;76;Outros Contratos;6831;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro);M;entre 41 a 50 anos;75681860
2020;2020-05-14 15:36:18.000;2019-10-22 11:26:16.000;05;Centro-oeste;GO;CARTÃO BRB S/A;NULL;1;1984199000100;01984199;CARTAO BRB S/A;;6613400;ADMINISTRAÇÃO DE CARTÕES DE CRÉDITO;S;53;Banco comercial;6861;SAC - Cancelamento de serviço (retenção, demora, não envio do comprovante);F;entre 61 a 70 anos;75686048
2020;2020-05-18 16:29:53.000;2019-04-12 10:57:34.000;05;Centro-oeste;GO;PRIMO ROSSI ADMINISTRADORA DE CONSORCIO LTDA;NULL;1;51597300000998;51597300;ABC PRIMO ROSSI ADMINISTRADORA DE CONSORCIO LTDA;;6493000;ADMINISTRAÇÃO DE CONSÓRCIOS PARA AQUISIÇÃO DE BENS E DIREITOS;S;76;Outros Contratos;6831;SAC - Acompanhamento de demandas (ausência de registro numérico, não envio do histórico/registro);M;entre 21 a 30 anos;75689225
2020;2020-01-08 14:23:37.000;2019-08-29 08:35:02.000;03;Sudeste;SP;HONDA AUTOMÓVEIS DO BRASIL LTDA;HONDA;1;1192333000122;01192333;HONDA AUTOMOVEIS DO BRASIL LTDA;;2910701;FABRICAÇÃO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS;N;129;Carro Nacional Zero ( Montadora );2530;Produto com vício;M;entre 51 a 60 anos;13219250
2020;2020-05-28 09:58:24.000;2019-11-29 13:46:10.000;05;Centro-oeste;GO;MERCADOPAGO.COM REPRESENTACOES LTDA;MERCADO PAGO;1;10573521000191;10573521;MERCADOPAGO.COM REPRESENTACOES LTDA.;;8291100;ATIVIDADES DE COBRANÇA E INFORMAÇÕES CADASTRAIS;S;134;Produto de Uso Pessoal ( Barbeador, Depilador, Secador, Outros );2661;Não entrega/demora na entrega do produto;F;entre 41 a 50 anos;75908060
2020;2020-03-31 15:58:45.000;2019-08-08 09:53:58.000;05;Centro-oeste;GO;MS GESTAO DE NEGOCIOS LTDA;MS GESTAO DE NEGOCIOS;1;24010059000129;24010059;NULL;NULL;NULL;NULL;S;76;Outros Contratos;1885;Discordância quanto as avarias;F;entre 61 a 70 anos;75145190
